Name,GPS,DateTime,NO2,O3_1hr,O3_4hr,O3_8hr,CO,PM10 1 hr,PM2.5 1 hr,PM10,PM2.5,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_O3_8hr,AQI_PM10,AQI_PM2.5,AQI_Site,Date,Time
Florey,"(-35.220606, 149.043539)",21/05/2022 05:00:00 AM,0.003,0.002,0.002,0.002,0.79,12.2,10.23,8.64,7.04,8,2,2,3,4,17,28,28,21 May 2022,5:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 06:00:00 AM,,0,0.001,0.003,0,4.75,3.94,8.22,5.63,0,0,0,1,5,16,22,22,21 May 2022,6:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 06:00:00 AM,0.003,0.001,0.002,0.002,0.79,11.6,3.17,8.83,7.13,8,2,1,2,3,17,28,28,21 May 2022,6:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 07:00:00 AM,0.003,0.001,0.002,0.002,0.79,11.43,10.39,9.05,7.39,8,2,1,2,3,18,29,29,21 May 2022,7:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 07:00:00 AM,,0,0,0.002,0,5.53,3.89,8.08,5.54,0,0,0,0,4,16,22,22,21 May 2022,7:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 08:00:00 AM,,0,0,0.001,0,9.15,4.05,8.12,5.46,0,0,0,0,2,16,21,21,21 May 2022,8:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 08:00:00 AM,0.003,0.002,0.001,0.002,0.8,12.43,11.03,9.3,7.48,8,2,2,2,3,18,29,29,21 May 2022,8:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 09:00:00 AM,,0.004,0.001,0.001,0,6.34,4.25,8.03,5.31,0,0,4,1,2,16,21,21,21 May 2022,9:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 09:00:00 AM,0.004,0.01,0.003,0.003,0.78,9.05,4.52,9.49,7.43,8,3,10,4,5,18,29,29,21 May 2022,9:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 10:00:00 AM,,0.006,0.002,0.002,0,0,6.46,7.7,5.09,0,0,6,3,3,15,20,20,21 May 2022,10:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 10:00:00 AM,0.002,0.021,0.008,0.005,0.74,6.42,5.61,9.54,7.09,8,1,21,10,8,19,28,28,21 May 2022,10:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 11:00:00 AM,0.001,0.023,0.014,0.008,0.7,7.85,0,9.54,6.92,7,1,23,17,12,19,27,27,21 May 2022,11:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 11:00:00 AM,,0.012,0.006,0.003,0,0,5.52,7.35,4.86,0,0,12,7,5,14,19,19,21 May 2022,11:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 12:00:00 PM,0.001,0.025,0.02,0.011,0.66,6.57,0,9.5,6.66,7,1,25,25,16,19,26,26,21 May 2022,12:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 12:00:00 PM,,0.021,0.011,0.005,0,4.52,4.57,7.2,4.7,0,0,21,13,8,14,18,21,21 May 2022,12:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 01:00:00 PM,,0.022,0.015,0.008,0,6.7,4.09,7.27,4.52,0,0,22,19,13,14,18,22,21 May 2022,13:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 01:00:00 PM,0,0.027,0.024,0.014,0.63,6.77,2.78,9.53,6.72,7,0,27,30,21,19,26,30,21 May 2022,13:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 02:00:00 PM,0,0.027,0.026,0.017,0.61,8.37,2.03,9.64,6.81,6,0,27,32,26,19,27,32,21 May 2022,14:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 02:00:00 PM,,0.019,0.018,0.01,0,8.87,3.53,7.33,4.41,0,0,19,23,16,14,17,23,21 May 2022,14:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 03:00:00 PM,,0.019,0.02,0.013,0,8.82,2.32,7.38,4.31,0,0,19,25,20,14,17,25,21 May 2022,15:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 03:00:00 PM,0,0.027,0.027,0.02,0.58,7.27,2.93,9.68,6.66,6,0,27,33,31,19,26,33,21 May 2022,15:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 04:00:00 PM,,,,0.023,,7.14,5.2,9.68,6.71,,,,,,19,26,,21 May 2022,16:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 04:00:00 PM,,,,0.015,,7.41,1.92,7.35,4.25,,,,,,14,17,17,21 May 2022,16:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 05:00:00 PM,0.001,0.025,0.026,0.025,0.52,7.43,3.35,9.69,6.76,5,1,25,33,39,19,27,33,21 May 2022,17:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 05:00:00 PM,,0.016,0.018,0.016,0,7.53,3.25,7.33,4.23,0,0,16,22,25,14,16,22,21 May 2022,17:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 06:00:00 PM,,0.007,0.014,0.016,0,13.59,5.76,7.42,4.17,0,0,7,17,25,14,16,17,21 May 2022,18:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 06:00:00 PM,0.012,0.007,0.019,0.023,0.55,11.95,6.84,9.93,6.68,6,10,7,24,36,19,26,26,21 May 2022,18:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 07:00:00 PM,,0.003,0.008,0.015,0,14.43,7.26,7.54,4.21,0,0,3,10,23,15,16,16,21 May 2022,19:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 07:00:00 PM,0.016,0.006,0.012,0.02,0.59,15.24,9.12,10.27,6.95,6,13,6,15,32,20,27,27,21 May 2022,19:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 08:00:00 PM,0.006,0.015,0.013,0.019,0.59,13.21,17.91,10.48,7.46,6,5,15,16,30,20,29,29,21 May 2022,20:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 08:00:00 PM,,0.002,0.007,0.012,0,11.34,7.66,7.67,4.3,0,0,2,9,19,15,17,17,21 May 2022,20:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 09:00:00 PM,,0.002,0.003,0.01,0,12,7.79,7.78,4.38,0,0,2,4,15,15,17,17,21 May 2022,21:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 09:00:00 PM,0.013,0.005,0.008,0.016,0.63,15.58,16.62,10.74,7.82,7,11,5,10,25,21,31,31,21 May 2022,21:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 10:00:00 PM,0.013,0.002,0.007,0.012,0.68,20.87,10.07,11.22,8.02,7,11,2,9,19,22,32,32,21 May 2022,22:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 10:00:00 PM,,0.001,0.002,0.007,0,10.44,7.9,7.92,4.47,0,0,1,3,11,15,17,17,21 May 2022,22:00:00
Florey,"(-35.220606, 149.043539)",21/05/2022 11:00:00 PM,0.013,0.002,0.006,0.009,0.74,21.39,14.23,11.72,8.47,8,10,2,7,14,23,33,33,21 May 2022,23:00:00
Civic,"(-35.285307, 149.131579)",21/05/2022 11:00:00 PM,,0.001,0.002,0.005,0,7.88,6.28,7.92,4.54,0,0,1,2,7,15,18,18,21 May 2022,23:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 05:00:00 PM,0.002,0.024,0.026,0.024,0.09,8.27,10.29,9.43,4.9,1,2,24,33,38,18,19,33,21 May 2022,17:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 06:00:00 AM,0.005,0,0.005,0.005,0.16,5.73,2.47,8.7,4.36,1,4,0,6,8,17,17,17,21 May 2022,6:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 04:00:00 PM,,,,0.022,,5.82,2.34,9.37,4.84,,,,,,18,19,,21 May 2022,16:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 02:00:00 AM,0.006,0.003,0.005,0.005,0.14,13.48,2.88,9.32,4.49,1,5,3,7,8,18,17,18,21 May 2022,2:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 12:00:00 AM,0.006,0.007,0.007,0.008,0.12,13.38,1.29,10.04,5.69,1,5,7,9,12,20,22,22,21 May 2022,0:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 09:00:00 PM,0.015,0.002,0.006,0.015,0.19,16.13,10.55,9.37,5.74,2,12,2,8,23,18,22,22,21 May 2022,21:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 08:00:00 AM,0.006,0.001,0.001,0.003,0.26,13.78,14.33,8.95,4.4,2,5,1,1,5,17,17,17,21 May 2022,8:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 06:00:00 PM,0.014,0.011,0.021,0.023,0.12,11.28,17.61,9.52,5.46,1,12,11,26,36,19,21,26,21 May 2022,18:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 10:00:00 PM,0.014,0.001,0.004,0.011,0.24,20.61,21.17,9.7,6.23,2,12,1,5,17,19,24,24,21 May 2022,22:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 07:00:00 PM,0.014,0.007,0.014,0.021,0.14,18.34,13.93,9.6,5.78,1,12,7,18,33,19,23,23,21 May 2022,19:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 12:00:00 PM,0,0.026,0.019,0.01,0.24,4.65,1.31,9.47,5.53,2,0,26,23,15,18,22,26,21 May 2022,12:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 07:00:00 AM,0.005,0,0.002,0.004,0.21,7.81,3.52,8.73,4.09,2,4,0,3,7,17,16,17,21 May 2022,7:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 03:00:00 PM,0,0.027,0.027,0.019,0.14,3.04,0,9.33,4.81,1,0,27,33,30,18,19,33,21 May 2022,15:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 10:00:00 AM,0.001,0.018,0.007,0.006,0.24,10.81,14.1,9.57,4.88,2,0,18,9,9,19,19,19,21 May 2022,10:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 11:00:00 PM,0.012,0.001,0.002,0.007,0.32,26.95,23.65,10.51,7.24,3,10,1,3,11,21,28,28,21 May 2022,23:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 08:00:00 PM,0.015,0.004,0.011,0.018,0.15,12.26,12.75,9.26,5.86,1,12,4,14,28,18,23,23,21 May 2022,20:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 01:00:00 AM,0.007,0.004,0.007,0.006,0.13,13.73,4.15,9.65,5.27,1,6,4,8,9,19,21,21,21 May 2022,1:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 11:00:00 AM,0,0.023,0.012,0.007,0.24,5.84,9.37,9.43,5.06,2,0,23,16,12,18,20,23,21 May 2022,11:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 03:00:00 AM,0.002,0.009,0.006,0.006,0.12,9.59,1.4,9.17,4.16,1,2,9,7,10,18,16,18,21 May 2022,3:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 09:00:00 AM,0.004,0.008,0.002,0.004,0.25,14.39,8.28,9.24,4.57,2,3,8,3,6,18,18,18,21 May 2022,9:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 04:00:00 AM,0.002,0.007,0.006,0.006,0.11,5.16,7.82,9.16,4.23,1,2,7,7,10,18,16,18,21 May 2022,4:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 01:00:00 PM,0,0.026,0.023,0.013,0.22,2.76,0,9.38,5.69,2,0,26,29,20,18,22,29,21 May 2022,13:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 02:00:00 PM,0,0.027,0.025,0.016,0.18,5.09,0,9.3,5.33,2,0,27,32,25,18,21,32,21 May 2022,14:00:00
Monash,"(-35.418302, 149.094018)",21/05/2022 05:00:00 AM,0.004,0.003,0.005,0.006,0.12,3.23,7.23,8.86,4.39,1,4,3,7,9,17,17,17,21 May 2022,5:00:00
