Name,GPS,DateTime,NO2,O3_1hr,O3_4hr,O3_8hr,CO,PM10 1 hr,PM2.5 1 hr,PM10,PM2.5,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_O3_8hr,AQI_PM10,AQI_PM2.5,AQI_Site,Date,Time
Monash,"(-35.418302, 149.094018)",20/05/2022 06:00:00 AM,0,0.022,0.014,0.012,0.09,9.59,2.98,9.3,7.12,1,0,22,17,19,18,28,28,20 May 2022,6:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 07:00:00 AM,0.005,0.016,0.011,0.012,0.49,6.16,4.19,13.5,9.17,5,4,16,14,19,27,36,36,20 May 2022,7:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 07:00:00 AM,0.007,0.012,0.015,0.013,0.06,7.1,10.11,9.04,7.19,0,5,12,19,20,18,28,28,20 May 2022,7:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 07:00:00 AM,,0.001,0.006,0.008,0,8.9,5.96,8.38,7.05,0,0,1,7,12,16,28,28,20 May 2022,7:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 08:00:00 AM,0.006,0.016,0.013,0.012,0.48,6.33,8.89,13.44,9.17,5,5,16,16,19,26,36,36,20 May 2022,8:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 08:00:00 AM,,0.001,0.004,0.007,0,8.27,5.98,8.27,7.09,0,0,1,5,11,16,28,28,20 May 2022,8:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 08:00:00 AM,0.01,0.007,0.013,0.012,0.05,8.58,6.98,8.63,7.2,0,8,7,17,18,17,28,28,20 May 2022,8:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 09:00:00 AM,,0.003,0.002,0.006,0,8.44,7.76,8.3,7.13,0,0,3,3,9,16,28,28,20 May 2022,9:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 09:00:00 AM,0.006,0.017,0.015,0.013,0.47,4.49,5.78,13.26,9.01,5,5,17,19,20,26,36,36,20 May 2022,9:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 09:00:00 AM,0.006,0.014,0.014,0.012,0.04,7.44,4.01,8.08,6.87,0,5,14,17,19,16,27,27,20 May 2022,9:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 10:00:00 AM,0.001,0.022,0.014,0.014,0.02,2.97,6.88,7.7,6.56,0,1,22,17,21,15,26,26,20 May 2022,10:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 10:00:00 AM,0.003,0.02,0.017,0.014,0.46,5.37,13.64,13.12,8.9,5,3,20,22,21,26,35,35,20 May 2022,10:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 10:00:00 AM,,0.012,0.005,0.006,0,6.74,11.95,8.48,7.14,0,0,12,6,10,16,28,28,20 May 2022,10:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 11:00:00 AM,,0.019,0.009,0.007,0,8.15,10.83,8.71,7.05,0,0,19,11,11,17,28,28,20 May 2022,11:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 11:00:00 AM,0.001,0.024,0.019,0.015,0.46,7.8,2.48,13.08,8.65,5,1,24,24,24,26,34,34,20 May 2022,11:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 11:00:00 AM,0,0.023,0.017,0.016,0.01,9,4.98,7.79,6.55,0,0,23,21,24,15,26,26,20 May 2022,11:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 12:00:00 PM,,0.019,0.013,0.008,0,8.31,8.44,8.72,6.92,0,0,19,17,13,17,27,27,20 May 2022,12:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 12:00:00 PM,0,0.025,0.021,0.017,0.01,3.71,0,7.86,5.98,0,0,25,26,27,15,23,26,20 May 2022,12:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 12:00:00 PM,0.001,0.024,0.021,0.017,0.46,7.43,1.62,13.09,8.65,5,0,24,27,26,26,34,34,20 May 2022,12:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 01:00:00 PM,0.001,0.025,0.023,0.019,0.47,6.09,1.36,13.2,8.03,5,0,25,29,30,26,32,32,20 May 2022,13:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 01:00:00 PM,,0.018,0.017,0.01,0,5.02,8.46,8.68,6.83,0,0,18,21,15,17,27,27,20 May 2022,13:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 01:00:00 PM,0,0.026,0.024,0.019,0.01,4.89,0,8.01,5.67,0,0,26,30,29,16,22,30,20 May 2022,13:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 02:00:00 PM,,0.016,0.018,0.011,0,7.38,6.25,8.83,6.72,0,0,16,23,18,17,26,26,20 May 2022,14:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 02:00:00 PM,0,0.024,0.024,0.021,0.47,5.85,0,13.16,8.08,5,0,24,30,32,26,32,32,20 May 2022,14:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 03:00:00 PM,0,0.024,0.024,0.022,0.47,6.21,6.55,13.17,8.33,5,0,24,30,34,26,33,33,20 May 2022,15:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 03:00:00 PM,,0.017,0.017,0.013,0,7.59,4.57,8.78,6.7,0,0,17,22,21,17,26,26,20 May 2022,15:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 03:00:00 PM,0,0.023,0.025,0.021,0.03,2.15,5.07,8.29,6.08,0,0,23,31,32,16,24,31,20 May 2022,15:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 02:00:00 PM,0,0.025,0.025,0.019,0.02,7.18,4.34,8.26,5.94,0,0,25,31,30,16,23,31,20 May 2022,14:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 04:00:00 PM,,,,0.022,,7.15,4.07,13.29,8.48,,,,,,26,33,,20 May 2022,16:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 04:00:00 PM,,,,0.023,,5.02,1.66,8.41,6.13,,,,,,16,24,,20 May 2022,16:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 04:00:00 PM,,,,0.015,,8.18,3.58,8.78,6.75,,,,,,17,27,27,20 May 2022,16:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 05:00:00 PM,0.002,0.022,0.023,0.023,0.49,7.12,2.15,13.33,8.66,5,2,22,29,36,26,34,34,20 May 2022,17:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 05:00:00 PM,,0.014,0.016,0.016,0,7.87,3.66,8.79,6.83,0,0,14,20,25,17,27,27,20 May 2022,17:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 05:00:00 PM,0.005,0.017,0.022,0.023,0.03,6.75,8.98,8.6,6.36,0,4,17,27,36,17,25,27,20 May 2022,17:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 06:00:00 PM,0.014,0.007,0.016,0.021,0.05,9.1,4.03,8.75,5.81,0,12,7,20,33,17,23,23,20 May 2022,18:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 06:00:00 PM,,0.012,0.014,0.016,0,11.47,7.26,8.71,6.91,0,0,12,18,25,17,27,27,20 May 2022,18:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 06:00:00 PM,0.005,0.018,0.021,0.023,0.49,6.28,8.72,13.13,9.02,5,4,18,27,36,26,36,36,20 May 2022,18:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 07:00:00 PM,0.018,0.003,0.009,0.018,0.08,16.47,6.21,8.92,5.84,0,15,3,12,28,17,23,23,20 May 2022,19:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 07:00:00 PM,,0.007,0.011,0.015,0,11.51,6.26,8.61,6.84,0,0,7,14,23,17,27,27,20 May 2022,19:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 07:00:00 PM,0.005,0.018,0.019,0.022,0.5,7.01,2.56,12.83,8.47,5,4,18,24,34,25,33,33,20 May 2022,19:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 08:00:00 PM,0.015,0.004,0.008,0.015,0.11,20.37,10.85,9.42,5.95,1,12,4,10,23,18,23,23,20 May 2022,20:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 08:00:00 PM,0.005,0.016,0.018,0.021,0.51,8.18,5.73,12.24,7.58,5,4,16,23,32,24,30,30,20 May 2022,20:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 08:00:00 PM,,0.007,0.01,0.013,0,8.34,5.47,8.11,6.64,0,0,7,12,20,16,26,26,20 May 2022,20:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 09:00:00 PM,,0.007,0.008,0.011,0,9.4,5.74,7.63,6.43,0,0,7,10,18,15,25,25,20 May 2022,21:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 09:00:00 PM,0.011,0.007,0.005,0.012,0.12,13.65,13.49,9.69,6.23,1,9,7,7,19,19,24,24,20 May 2022,21:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 09:00:00 PM,0.004,0.015,0.016,0.019,0.51,9.36,8.02,11.35,6.66,5,3,15,21,30,22,26,26,20 May 2022,21:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 10:00:00 PM,0.009,0.008,0.005,0.01,0.13,12.5,9.32,10.11,6.37,1,7,8,7,16,20,25,25,20 May 2022,22:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 10:00:00 PM,0.011,0.005,0.013,0.017,0.54,9.4,5.15,10.35,5.51,6,9,5,17,26,20,22,22,20 May 2022,22:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 10:00:00 PM,,0.005,0.006,0.01,0,7.1,5.82,7.44,6.24,0,0,5,8,15,14,24,24,20 May 2022,22:00:00
Monash,"(-35.418302, 149.094018)",20/05/2022 11:00:00 PM,0.008,0.008,0.006,0.008,0.13,7.7,0,9.95,6.01,1,6,8,8,12,19,24,24,20 May 2022,23:00:00
Florey,"(-35.220606, 149.043539)",20/05/2022 11:00:00 PM,0.013,0.002,0.009,0.014,0.58,9.36,3.62,9.19,4.3,6,11,2,12,21,18,17,18,20 May 2022,23:00:00
Civic,"(-35.285307, 149.131579)",20/05/2022 11:00:00 PM,,0.006,0.006,0.008,0,7.68,4.73,7.48,6.07,0,0,6,8,13,14,24,24,20 May 2022,23:00:00
