Name,GPS,DateTime,NO2,O3_1hr,O3_4hr,O3_8hr,CO,PM10 1 hr,PM2.5 1 hr,PM10,PM2.5,AQI_CO,AQI_NO2,AQI_O3_1hr,AQI_O3_4hr,AQI_O3_8hr,AQI_PM10,AQI_PM2.5,AQI_Site,Date,Time
Monash,"(-35.418302, 149.094018)",24/05/2022 03:00:00 AM,0.005,0.001,0.001,0.003,0.47,23.52,28.13,10.29,7.51,5,4,1,2,5,20,30,30,24 May 2022,3:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 03:00:00 AM,,0.001,0,0.002,0,6.54,2.89,6.62,4.06,0,0,1,0,4,13,16,16,24 May 2022,3:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 04:00:00 AM,,0,0,0.002,0,6.34,2.88,6.68,3.95,0,0,0,0,3,13,15,15,24 May 2022,4:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 04:00:00 AM,0.004,0.001,0.001,0.003,0.5,15.57,29.01,10.74,8.65,5,3,1,1,4,21,34,34,24 May 2022,4:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 05:00:00 AM,0.004,0,0.001,0.002,0.54,15.96,12.46,11.29,8.96,6,3,0,1,3,22,35,35,24 May 2022,5:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 04:00:00 AM,0.003,0.001,0.001,0.003,0.9,17.6,13.66,8.44,7.21,10,2,1,2,4,16,28,28,24 May 2022,4:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 05:00:00 AM,,0.001,0.001,0.001,0,3.09,3.3,6.64,3.89,0,0,1,1,1,13,15,15,24 May 2022,5:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 06:00:00 AM,,0,0,0,0,3.52,2.9,6.57,3.84,0,0,0,1,0,13,15,15,24 May 2022,6:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 06:00:00 AM,0.004,0,0,0.001,0.55,13.98,5.89,11.71,8.9,6,3,0,1,2,23,35,35,24 May 2022,6:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 05:00:00 AM,0.002,0.001,0.001,0.001,0.94,17.12,12.93,8.73,7.45,10,2,1,2,2,17,29,29,24 May 2022,5:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 07:00:00 AM,0.003,0.001,0.001,0.001,0.95,13.72,6.94,9.17,7.55,10,2,1,1,2,18,30,30,24 May 2022,7:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 07:00:00 AM,0.007,0,0,0.001,0.58,13.37,9.71,12.08,9.28,6,5,0,0,2,24,37,37,24 May 2022,7:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 06:00:00 AM,0.002,0.001,0.001,0.001,0.96,16.06,10.22,8.99,7.54,10,2,1,2,2,17,30,30,24 May 2022,6:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 07:00:00 AM,,0,0,0,0,7.26,2.79,6.67,3.77,0,0,0,0,0,13,15,15,24 May 2022,7:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 08:00:00 AM,,0,0,0,0,3.79,1.71,6.68,3.74,0,0,0,0,0,13,14,14,24 May 2022,8:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 08:00:00 AM,0.004,0.001,0.001,0.001,0.95,12.67,5.76,9.34,7.49,10,3,1,1,2,18,29,29,24 May 2022,8:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 08:00:00 AM,0.007,0,0,0,0.62,9.85,13.44,12.25,9.71,6,6,0,0,1,24,38,38,24 May 2022,8:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 09:00:00 AM,0.008,0.004,0.001,0.001,0.59,4.13,0,11.78,9.47,6,6,4,2,2,23,37,37,24 May 2022,9:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 09:00:00 AM,,0.001,0,0,0,9.68,3.85,6.79,3.74,0,0,1,0,1,13,14,14,24 May 2022,9:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 09:00:00 AM,0.009,0.002,0.001,0.001,0.96,8.44,1.84,9.29,7.63,10,7,2,2,2,18,30,30,24 May 2022,9:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 10:00:00 AM,0.003,0.011,0.004,0.002,0.53,9.41,6.46,11.72,9.75,5,2,11,5,3,23,39,39,24 May 2022,10:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 10:00:00 AM,0.007,0.014,0.005,0.003,0.92,3.9,7.3,9.11,7.41,10,6,14,6,5,18,29,29,24 May 2022,10:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 10:00:00 AM,,0.003,0.001,0,0,5.13,2.58,6.91,3.57,0,0,3,1,1,13,14,14,24 May 2022,10:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 11:00:00 AM,0.001,0.015,0.008,0.004,0.48,0,1,11.33,9.85,5,1,15,10,6,22,39,39,24 May 2022,11:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 11:00:00 AM,,0.009,0.003,0.002,0,8.41,3.79,6.94,3.36,0,0,9,4,3,13,13,13,24 May 2022,11:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 11:00:00 AM,0.004,0.021,0.01,0.005,0.87,5.41,1.65,8.98,7.37,9,3,21,12,8,17,29,29,24 May 2022,11:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 12:00:00 PM,,0.019,0.008,0.004,0,6.83,4.29,6.73,3.15,0,0,19,10,6,13,12,19,24 May 2022,12:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 12:00:00 PM,0,0.022,0.013,0.007,0.43,7.49,0,11.47,9.5,4,0,22,16,10,22,38,38,24 May 2022,12:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 12:00:00 PM,0.002,0.024,0.015,0.008,0.82,5.71,0,8.89,7.19,9,2,24,19,13,17,28,28,24 May 2022,12:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 01:00:00 PM,0,0.026,0.018,0.01,0.38,0.21,1.7,10.82,9.27,4,0,26,23,15,21,37,37,24 May 2022,13:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 01:00:00 PM,0,0.027,0.022,0.011,0.76,6.4,0,9.03,7.1,8,0,27,27,18,18,28,28,24 May 2022,13:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 01:00:00 PM,,0.019,0.013,0.006,0,3.96,3.81,6.49,3,0,0,19,16,10,12,12,19,24 May 2022,13:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 02:00:00 PM,,0.021,0.017,0.009,0,2.12,1,6.43,2.79,0,0,21,22,14,12,11,22,24 May 2022,14:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 02:00:00 PM,0,0.028,0.025,0.015,0.72,4.75,0,9.2,7.22,8,0,28,31,23,18,28,31,24 May 2022,14:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 02:00:00 PM,0,0.025,0.022,0.013,0.34,0,0,10.39,8.72,3,0,25,28,20,20,34,34,24 May 2022,14:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 03:00:00 PM,,0.02,0.02,0.011,0,5.73,0.91,6.51,2.64,0,0,20,25,18,13,10,25,24 May 2022,15:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 03:00:00 PM,0,0.028,0.027,0.018,0.67,3.25,0,9.26,7.13,7,0,28,34,28,18,28,34,24 May 2022,15:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 03:00:00 PM,0,0.027,0.025,0.016,0.28,0,0,10.72,8.46,3,0,27,31,25,21,33,33,24 May 2022,15:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 04:00:00 PM,,,,0.013,,7.53,0.21,6.58,2.56,,,,,,13,10,13,24 May 2022,16:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 04:00:00 PM,,,,0.021,,2.34,0,9.22,7.01,,,,,,18,28,,24 May 2022,16:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 04:00:00 PM,,,,0.018,,0.05,0.76,10.34,8.63,,,,,,20,34,,24 May 2022,16:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 05:00:00 PM,0.004,0.021,0.024,0.021,0.2,2.16,3.12,10.42,8.58,2,3,21,30,32,20,34,34,24 May 2022,17:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 05:00:00 PM,0.002,0.023,0.026,0.024,0.56,2.81,5.97,9.23,7.1,6,2,23,33,37,18,28,33,24 May 2022,17:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 05:00:00 PM,,0.013,0.018,0.015,0,4.71,0.07,6.42,2.49,0,0,13,23,23,12,9,23,24 May 2022,17:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 06:00:00 PM,0.005,0.018,0.023,0.024,0.54,6.08,6.24,9.38,6.78,6,4,18,29,38,18,27,29,24 May 2022,18:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 06:00:00 PM,0.016,0.007,0.018,0.02,0.21,2.91,11.95,10.46,8.85,2,13,7,23,32,20,35,35,24 May 2022,18:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 06:00:00 PM,,0.004,0.012,0.015,0,11.47,2.77,6.59,2.61,0,0,4,15,23,13,10,15,24 May 2022,18:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 07:00:00 PM,0.007,0.014,0.019,0.023,0.55,6.96,6.46,9.6,6.71,6,6,14,24,36,19,26,26,24 May 2022,19:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 07:00:00 PM,0.019,0.001,0.01,0.018,0.23,8.61,6.46,10.28,8.65,2,16,1,12,29,20,34,34,24 May 2022,19:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 08:00:00 PM,,0.001,0.006,0.012,0,16.1,6.82,7.48,3.04,0,0,1,7,19,14,12,14,24 May 2022,20:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 07:00:00 PM,,0.005,0.007,0.014,0,17.66,5.75,7.13,2.82,0,0,5,9,22,14,11,14,24 May 2022,19:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 08:00:00 PM,0.011,0.007,0.016,0.021,0.56,5.56,6.46,9.74,6.74,6,9,7,20,32,19,26,26,24 May 2022,20:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 08:00:00 PM,0.018,0.003,0.008,0.016,0.26,13.16,8.76,10.55,8.28,2,15,3,10,24,21,33,33,24 May 2022,20:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 09:00:00 PM,,0.001,0.003,0.009,0,10.22,7.05,7.52,3.21,0,0,1,3,14,15,12,15,24 May 2022,21:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 09:00:00 PM,0.017,0.003,0.004,0.013,0.29,10.31,1.65,10.37,7.65,3,14,3,5,20,20,30,30,24 May 2022,21:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 09:00:00 PM,0.014,0.002,0.01,0.017,0.59,6.42,13.42,9.8,7.16,6,12,2,13,27,19,28,28,24 May 2022,21:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 10:00:00 PM,,0,0.001,0.006,0,11.68,5.85,7.67,3.33,0,0,0,2,10,15,13,15,24 May 2022,22:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 10:00:00 PM,0.014,0.001,0.006,0.013,0.64,12.24,17.01,9.96,7.54,7,11,1,8,21,19,30,30,24 May 2022,22:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 10:00:00 PM,0.017,0.002,0.002,0.009,0.36,17.33,4.33,10.41,7.51,4,14,2,3,14,20,30,30,24 May 2022,22:00:00
Florey,"(-35.220606, 149.043539)",24/05/2022 11:00:00 PM,0.011,0.001,0.003,0.01,0.7,17.37,19.77,10.2,7.68,7,9,1,4,15,20,30,30,24 May 2022,23:00:00
Monash,"(-35.418302, 149.094018)",24/05/2022 11:00:00 PM,0.014,0.002,0.002,0.006,0.41,27.22,7.04,10.63,7.53,4,11,2,3,9,21,30,30,24 May 2022,23:00:00
Civic,"(-35.285307, 149.131579)",24/05/2022 11:00:00 PM,,0,0,0.003,0,11.7,6.95,7.8,3.49,0,0,0,1,5,15,13,15,24 May 2022,23:00:00
